Name,Chromosome number,Ploidy level,1C value
Cajanus cajan,22,2,0.88
Cajanus cajanifolius,22,2,1.73
Cajanus goensis,22,2,2.03
Cajanus lineatus,22,2,1.83
Cajanus mollis,22,2,0.82
Cajanus platycarpus,22,2,1.3
Cajanus scarabaeoides,22,2,1.88
Cajanus sericeus,22,2,1.44
Cajanus volubilis,22,2,1.18
Cakile maritima,18,,0.68
Caladium bicolor,32,,5.52
Caladium bicolor,66,,10.13
Calamagrostis epigeios,,,2.2
Calamus caesius,,,1.45
Calamus ciliaris,26,2,2.6
Calamus subinermis,,,2.15
Calamus viminalis,26,2,2.33
Calandrinia polyandra,,,1.07
Calanthe tricarinata,40,2,13.25
Calathea bachemiana,26,2,0.38
Calathea clossoni,26,2,0.38
Calathea insignis,28,2,0.4
Calathea kegeliana,28,2,0.53
Calathea lietzei,24,2,0.4
Calathea ornata,28,2,0.45
Calathea picturata,26,2,0.38
Calathea princeps,24,2,0.33
Calathea undulata,24,2,0.4
Calathea zebrina,26,2,0.35
Calceolaria acutifolia,,,1.38
Calceolaria gracilis,,,1.36
Calepina irregularis,14,2,0.21
Calibanus hookeri,,,9.05
Calibrachoa calycina,18,2,1.54
Calibrachoa dusenii,18,2,1.43
Calibrachoa eglandulata,18,2,1.44
Calibrachoa elegans,18,2,1.6
Calibrachoa ericaefolia,18,2,1.47
Calibrachoa heterophylla,18,2,1.49
Calibrachoa linearis,18,2,1.52
Calibrachoa linoides,18,2,1.43
Calibrachoa macrodactylon,18,2,1.51
Calibrachoa micrantha,18,2,1.44
Calibrachoa parviflora,18,2,0.96
Calibrachoa pygmaea,18,2,0.78
Calibrachoa rupestris,18,2,1.63
Calibrachoa selloviana,18,2,1.49
Calibrachoa sendtneriana,18,2,1.48
Calibrachoa serrulata,18,2,1.48
Calibrachoa spathulata,18,2,1.45
Calibrachoa thymifolia,18,2,1.52
Calla palustris,,,1.08
Calliergon stramineum,,,0.36
Calliergonella cuspidata,,,0.34
Callisia elegans,12,2,9.25
Callisia fragrans,12,2,11.78
Callisia guerrerensis,,,13.15
Callisia insignis,48,8,11.18
Callisia multiflora,24,4,7.43
Callisia nizandensis,,,9.6
Callisia repens,12,2,7
Callisia soconuscensis,12,2,13.88
Callistemon citrinus,22,,1.04
Callistemon lanceolatus,22,,0.85
Callistemon rigidus,,,1.56
Callitriche antarctica,40,8,4.63
Callitriche brutia,28,,2.73
Callitriche cophocarpa,10,2,1.43
Callitriche hamulata,38,,4.35
Callitriche lusitanica,8,2,0.9
Callitriche obtusangula,10,2,1.83
Callitriche palustris,20,4,1.7
Callitriche platycarpa,20,4,2.78
Callitriche regis-jubae,10,2,1.45
Callitriche stagnalis,10,2,1.23
Callitriche truncata,6,2,1.3
Callitris glauca,22,2,8.25
Callitris rhomboidea,22,2,11.15
Callitris verrucosa,22,2,10.4
Calocerdrus deccurens,22,2,15.64
Calocerdus macrolepis,22,2,18.46
Calpogeia azurea,,,0.76
Calpogeia muelleriana,,,0.77
Calpogeia neesiana,,,0.47
Caltha palustris,56,7,16.5
Calycadenia pauciflora,12,2,1.48
Calycanthus chemonanthis,,,0.98
Calystegia sepium,22,2,0.8
Camassia cusickii,30,2,2.8
Camassia leichtlinii,30,2,2.83
Camassia quamash,30,2,3.05
Camellia sinensis,30,2,3.9
Campanula americana,58,4,2.06
Campanula rotundifolia,68,4,2.65
Campelia standleyi,16,2,16.85
Campelia zanonia,16,2,12.8
Campylanthus salsoloides,14,2,0.76
Campylium chrysophyllum,,,0.36
Campylium stellatum,,,0.37
Cananga odorata,16,2,0.78
Canarina canariensis,34,4,2.86
Canella winterana,,,5.83
Canna indica,18,2,0.72
Cannabis sativa,20,2,0.84
Canotia holacantha,30,2,0.19
Capsella bursa-pastoris,32,4,0.4
Capsella rubella,16,2,0.22
Capsicum annuum,24,2,3.16
Capsicum baccatum,24,2,3.71
Capsicum campylopodium,26,2,4.53
Capsicum cardenasii,24,2,4.49
Capsicum chacoense,24,2,3.83
Capsicum chinense,24,2,3.42
Capsicum eximium,24,2,4.06
Capsicum frutescens,24,2,3.4
Capsicum parvifolium,24,2,5.77
Capsicum praetermissum,24,2,4.57
Capsicum pubescens,24,2,4.47
Capsicum tovarii,24,2,3.97
Caragana arborescens,16,2,1.6
Cardamine amara,16,2,0.24
Cardamine asarifolia,48,6,1.34
Cardamine flexuosa,32,4,0.88
Cardamine hirsuta,,,0.23
Cardamine impatiens,16,,0.21
Cardamine pratensis,,,1.68
Cardamine x ferrarii,,5,1.01
Cardaminopsis arenosa,,,0.5
Cardiocrinum giganteum,24,2,38.63
Carduus pycnocephalus,,,4.28
Carex blepharicarpa,30,,0.45
Carex bostrychostigma,46,,0.55
Carex brownii,72,,0.23
Carex capillacea,,,0.25
Carex caryophyllea,66,2,0.78
Carex chrysolepis,28,,0.4
Carex ciliatomarginata,12,2,0.58
Carex conica,36,,0.45
Carex curviollis,56,,0.35
Carex dolichostachya,,,0.4
Carex flacca,76,,0.3
Carex foliosissima,30,,0.53
Carex humilis,72,4,0.73
Carex ischnostachya,62,,0.28
Carex kiotensis,74,,0.3
Carex kobomugi,88,,0.23
Carex laticeps,58,,0.33
Carex makinoensis,30,,0.4
Carex maximowiczii,,,0.3
Carex morrowii,30,,0.5
Carex nubigera,112,2,0.15
Carex oahuensis,62,,0.28
Carex omiana,,,0.3
Carex oxyandra,20,,0.43
Carex pachygyna,12,2,0.75
Carex panicea,32,,1
Carex paxii,76,2,0.15
Carex pisiformis,58,,0.33
Carex pulicaris,60,,0.4
Carex pumila,82,,0.28
Carex reinii,26,,0.5
Carex sendaica,62,,0.33
Carex shimidzensis,68,,0.33
Carex siderosticta,24,4,1.18
Carex thunbergii,,,0.3
Carex tristachya,,,0.3
Carica papaya,18,2,0.38
Carlina salicifolia,20,2,3.49
Carlina xeranthemoides,20,2,3.56
Carludovica drudeii,,,0.95
Carrichtera annua,16,2,0.67
Carthamus alexandrinus,20,2,1.53
Carthamus anatolicus,20,2,1.5
Carthamus boissieri,20,2,1.48
Carthamus creticus,64,6,3.53
Carthamus dentatus,20,2,1.35
Carthamus glaucus,20,2,1.5
Carthamus gypsicola,24,2,1.36
Carthamus lanatus,44,4,2.4
Carthamus leucocaulos,20,2,1.13
Carthamus nitidus,24,2,1.22
Carthamus oxyacantha,24,2,1.31
Carthamus palaestinus,24,2,1.41
Carthamus persicus,24,2,1.33
Carthamus tenuis,20,2,1.37
Carthamus tinctorius,24,2,1.4
Carthamus turkestanicus,64,6,3.73
Carum carvi,20,2,4.78
Carum copticum,18,2,2.85
Carya illinoensis,32,2,0.83
Caryota urens,34,2,6.6
Casearia bowrdillonii,,,0.63
Casimiroa edulis,36,4,0.98
Cassia absus,28,2,0.65
Cassia angustifolia,28,4,1.8
Cassia auriculata,28,2,0.73
Cassia australis,28,2,0.73
Cassia biflora,28,2,0.73
Cassia excelsa,28,2,1.28
Cassia fistula,28,2,0.7
Cassia glauca,28,2,0.73
Cassia obtusifolia,,,1
Cassia occidentalis,28,2,0.68
Cassia siamea,28,2,0.7
Cassia tora,26,2,0.68
Castanea sativa,,,0.98
Castanospermum australe,,,0.57
Castellia tuberculosa,14,2,3.16
Casuarina equisetifolia,18,2,0.55
Casuarina glauca,18,2,0.35
Catabrosa aquatica,22,,3.25
Catharanthus roseus,,,2.43
Cattleya bowringiana,,,2.5
Cattleya forbesii,,,1.65
Cattleya schombocattleya,40,8,1.25
Cattleya walkeriana,,,4.05
Cattleya walkeriana,,,4.3
Cattleya walkeriana,40,,3
Catunaregam spinosa,22,,0.35
Caucalis daucoides,20,2,1.38
Caulanthus amplexicaulis,28,,0.38
Caulanthus heterophyllus,28,,0.69
Ceballosia fruticosa,16,2,1.19
Cedrus atlantica,24,2,16.2
Cedrus brevifolia,24,2,15.9
Cedrus deodara,24,2,16.3
Cedrus labani,24,2,16.25
Ceiba pentandra,86,2,1.75
Celosia argentea,36,4,1.65
Celosia argentea,72,8,3.55
Celosia cristata,36,4,1.55
Celosia plumosa,36,4,1.65
Celosia trigyna,18,2,1.63
Celosia whiteii,108,12,4.85
Celtis australis,40,4,1.35
Cenchrus caliculatus,102,6,5.56
Cenchrus ciliaris,,,1.33
Cenchrus echinatus,,,2.55
Centaurea alba,36,4,1.79
Centaurea arenaria,32,4,1.64
Centaurea cuneifolia,18,2,0.89
Centaurea cuneifolia,36,4,1.62
Centaurea cuspidata,18,2,1.09
Centaurea davidovii,44,4,2.07
Centaurea debeauxii,44,4,2.15
Centaurea deusta,18,2,0.84
Centaurea diffusa,16,2,0.9
Centaurea edith-mariae,36,4,1.82
Centaurea elegantissima,36,4,1.86
Centaurea glaberrima,36,4,1.6
Centaurea gloriosa,18,2,1.09
Centaurea indurata,44,4,1.91
Centaurea jacea,44,4,2
Centaurea kernerana,22,2,1.02
Centaurea kusanii,,4,1.83
Centaurea mayeri,36,4,1.77
Centaurea moesiaca,44,4,2.04
Centaurea nervosa,22,2,1.08
Centaurea nervosa,44,4,2.08
Centaurea nigra,,,1.8
Centaurea nigrescens,44,4,1.9
Centaurea ovina,18,2,0.88
Centaurea parilica,22,2,1.09
Centaurea ragusina,20,2,1.66
Centaurea rupestris,20,2,1.17
Centaurea scabiosa,,,1.78
Centaurea solstitialis,16,2,0.87
Centaurea stenolepis,22,2,1.08
Centaurea stenolepis,44,4,2.06
Centaurea stoebe,18,2,0.88
Centaurea stoebe,36,4,1.57
Centaurea tuberosa,22,2,1.35
Centaurea visiani,18,2,1.08
Centaurium erythraea,,,1.23
Cephalanthera damasonium,36,2,16.4
Cephalanthera longifolia,32,2,16.75
Cephalotaxa harringtonii,,,22.62
Cephalotus follicularis,20,2,0.64
Cerastium alpinum,72,4,1.85
Cerastium arcticum,108,6,3.19
Cerastium arvense,36,2,0.68
Cerastium arvense,72,4,1.3
Cerastium banaticum,36,2,1.5
Cerastium carinthiacum,36,2,1.51
Cerastium eriophorum,36,2,1.29
Cerastium fontanum,144,16,2.93
Cerastium latifolium,36,2,1.45
Cerastium transsylvanicum,108,6,3.1
Ceratodon purpureus,,,0.39
Ceratophyllum demersum,,6,0.69
Ceropegia dichotoma,22,2,0.45
Ceropegia fusca,22,2,0.43
Ceropegia woodii,44,4,2.5
Chaenomeles speciosa,34,2,0.6
Chamaecyparis lawsoniana,22,2,11.53
Chamaecyparis nootkatensis,22,2,12.78
Chamaecyparis obtusa,22,2,10.02
Chamaecyparis pisifera,22,2,10.21
Chamaecytisus proliferus,48,4,1.25
Chamaedorea klotzschiana,26,2,4.08
Chamaedorea oblongata,,,4.2
Chamaedorea pinnatifrons,26,2,4.45
Chamaedorea tenella,26,2,4.73
Chamaedorea woodsoniana,,,4.08
Chamaemelum fuscatum,18,2,5.15
Chamaemelum mixtum,18,2,3.8
Chamaemelum nobile,18,2,5.33
Chamerion angustifolium,36,2,0.4
Chardinia orientalis,22,2,1.88
Cheiranthus cheiri,14,2,0.26
Cheirolophus canariensis,30,,0.69
Cheirolophus teydis,,,0.72
Chelidonium majus,12,2,1.2
Chenopodium album,54,6,2.33
Chenopodium album,18,2,0.77
Chenopodium album,36,4,1.63
Chenopodium berlandieri,36,4,1.48
Chenopodium bushianum,36,4,1.59
Chenopodium coronopus,18,2,0.48
Chenopodium desertorum,,,1.1
Chenopodium ficifolium,18,2,0.66
Chenopodium giganteum,54,6,2.2
Chenopodium murale,18,2,0.62
Chenopodium opulifolium,36,4,1.33
Chenopodium pallidicaule,18,2,0.48
Chenopodium quinoa,36,4,1.33
Chenopodium ugandae,32,,1.43
Chenopodium vulvaria,18,2,0.64
Chiloscyphys pallescens,,,0.82
Chionochloa antarctica,42,6,2.66
Chionochloa australis,42,6,2.22
Chionochloa bromoides,42,6,3.05
Chionochloa cheesemanii,42,6,2.74
Chionochloa conspicua,42,6,3.17
Chionochloa crassiuscula,42,6,2.5
Chionochloa flavescens,42,6,2.59
Chionochloa flavicans,42,6,3.79
Chionochloa juncea,42,6,2.69
