Name,Chromosome number,Ploidy level,1C value
Sorghum caudatum,20,4,4.8
Sorghum conspicuum,20,4,5.55
Sorghum durra,20,4,5.7
Sorghum ecarinatum,10,,1.05
Sorghum exstans,10,,1.38
Sorghum halepense,40,,1.65
Sorghum interjectum,30,,3.65
Sorghum intrans,10,,1.14
Sorghum laxiflorum,40,,1.25
Sorghum leiocladum,10,,2.3
Sorghum macrospermum,40,,1.04
Sorghum matarankense,10,,1.26
Sorghum nervosum,20,4,5.35
Sorghum nitidum,20,,4.4
Sorghum plumosum,30,,3.83
Sorghum plumosum,40,,5.15
Sorghum propinquum,20,,0.76
Sorghum purpureosericeum,10,,2.09
Sorghum roxburghii,20,4,3.43
Sorghum stipoideum,10,,1.1
Sorghum sudanense,20,4,4.53
Sorghum timorense,10,,0.64
Sorghum versicolor,10,2,2.13
Sorghum versicolor,20,4,3.34
Sorghum virgatum,20,4,4.4
Sowerbaea alliacea,8,2,12.73
Sowerbaea alliacea,16,4,25.3
Sowerbaea juncea,16,4,9.35
Sowerbaea juncea,32,8,24.5
Sowerbaea laxiflora,8,2,7.08
Sowerbaea subtilis,16,4,16.93
Sparganium erectum,30,2,0.53
Spartina anglica,122,,5.45
Spartocytisus filipes,48,4,1.15
Spartocytisus supranubius,,4,1.12
Spathiphyllum ,,,7.05
Spathiphyllum ,,,10.05
Spathodea campanulata,26,2,1.15
Spergula arvensis,18,,1.05
Sphagnum angustifolium,,,0.45
Sphagnum aongstroemii,,,0.47
Sphagnum articum,,,0.95
Sphagnum balticum,,,0.45
Sphagnum brevifolium,,,0.42
Sphagnum capillifolium,,,0.46
Sphagnum compactum,,,0.41
Sphagnum contortum,,,0.4
Sphagnum cuspidatum,,,0.41
Sphagnum denticulatum,,,0.39
Sphagnum denticulatum,,2,0.72
Sphagnum fallax,,,0.44
Sphagnum fimbriatum,,,0.46
Sphagnum flexuosum,,,0.43
Sphagnum fuscum,,,0.49
Sphagnum girgensohnii,,,0.47
Sphagnum imbricatum,,,0.45
Sphagnum inundatum,,2,0.72
Sphagnum lescurii,,,0.72
Sphagnum lindbergii,,,0.42
Sphagnum magellanicum,,,0.46
Sphagnum majus,,,0.81
Sphagnum obtusum,,,0.44
Sphagnum olafii,,,0.92
Sphagnum palustre,,,0.92
Sphagnum palustre,,,0.95
Sphagnum papillosum,,,0.93
Sphagnum platyphyllum,,,0.4
Sphagnum quinquefarium,,,0.47
Sphagnum riparium,,,0.42
Sphagnum rubellum,,,0.47
Sphagnum russowii,,,0.94
Sphagnum squarrosum,,,0.46
Sphagnum subnitens,,,0.45
Sphagnum subsecundum,,,0.41
Sphagnum tenellum,,,0.47
Sphagnum teres,,,0.45
Sphagnum tundrae,,,0.44
Sphagnum warnstorfii,,,0.48
Spinacia oleracea,12,2,1.03
Spinifex sericeus,18,2,2.71
Spiraea chinensis,18,2,0.2
Spiraea crenata,18,2,0.23
Spiraea nipponica,18,,0.88
Spiraea pubescens,18,4,0.48
Spiraea sargentiana,18,,0.93
Spiraea wilsonii,18,,0.8
Spirodela polyrrhiza,80,4,0.3
Spirodela punctata,46,2,0.37
Stachys grandiflora,,,6.24
Stachys officinalis,16,2,4.53
Stachyurus praecox,24,,0.36
Staehelina dubia,30,2,0.79
Staehelina fruticosa,34,2,1.11
Staehelina petiolata,34,2,0.75
Stahlianthus involucratus,22,2,1.56
Stangeria eriopus,,2,14.82
Stapelia grandiflora,,,2.31
Staphylea bumalda,26,,1.72
Stauntonia hexaphylla,,,0.7
Stellaria alsine,,,0.75
Stellaria holostea,26,2,1.45
Stellaria media,42,7,1.05
Stemmacantha cynaroides,,,1.08
Stemona tuberosa,,,0.73
Stenostachys deceptorix,28,4,9.71
Stenostachys gracilis,28,4,8.96
Stenostachys laevis,28,4,9.42
Stenotaphrum secundatum,18,2,0.54
Stephanandra incisa,18,,0.28
Stephanomeria exigua,,,3.13
Stephanomeria malheurensis,,,3.05
Sterculia alata,,,2.43
Sterculia colorata,,,2.05
Stratiotes aloides,,,4.95
Strelitzia nicolai,,2,0.58
Streptanthus polygaloides,28,2,0.69
Streptocarpus cyaneus,,,0.68
Streptopus amplexifolius,,,6.55
Stromanthe sanguinea,44,4,0.68
Strychnos nux-vomica,,,0.43
Stylidium adnatum,30,2,1.53
Stylobasium spathulatum,30,2,1.31
Suaeda maritima,36,4,1.06
Succisa pratensis,20,2,2.75
Syagrus glaucescens,32,2,3.45
Syagrus romanzoffiana,32,2,3.05
Syngonium albo-lineatum,22,,4.72
Syngonium podophyllum,24,,4.85
Synnema triflora,,,1.68
Syrenia cuspidata,,,0.42
Syringa josikaea,,,1.3
Syzygium cumini,22,2,1.83
Tabebuia argentea,,,0.8
Tabebuia palmeri,,,1.21
Tacca plantaginea,,,1.05
Taeniatherum caput-medusae,14,2,4.38
Taeniatherum crititum,,,4.73
Tagetes patula,48,4,1.18
Taiwania cryptomerioides,22,2,12.89
Taiwania cryptomerioides,33,3,19.05
Taiwania flousiana,22,2,13.4
Tamarindus indica,26,,0.84
Tamarix africana,,,1.65
Tamarix tetrandra,,,1.55
Tanacetopsis goloskokovii,18,2,4.87
Tanacetum vulgare,18,2,3.93
Taraxacum albidum,32,4,3.46
Taraxacum bessarabicum,16,2,1.11
Taraxacum brachyglossum,24,3,1.31
Taraxacum fartoris,32,4,1.85
Taraxacum glaciale,16,2,0.96
Taraxacum linearisquameum,16,2,0.89
Taraxacum obovatum,32,4,2.37
Taraxacum officinale,24,3,1.28
Taraxacum paludosum,32,4,2.02
Taraxacum serotinum,16,2,1.43
Taraxacum stenocephalum,32,4,2.05
Taraxacum tenuifolium,16,2,1.14
Taraxacum vulgare,22,3,1.18
Tauscheria lasiocarpa,14,2,0.32
Taxiphyllum deplanatum,,,0.4
Taxodium distichum,22,2,9.95
Taxodium mucronatum,22,2,8.75
Taxus baccata,24,2,11.05
Tecoma stans,36,,0.61
Tecophilaea cyanocrocus,,,2.26
Tectona grandis,36,,0.48
Teesdalia nudicalis,36,,0.61
Teline canariensis,48,4,1.5
Teline osyroides,48,4,1.03
Teline pallida,48,4,1.14
Teline stenopetala,48,4,1.02
Tephrosia adunca,22,2,2.18
Tephrosia apollinea,22,2,1.83
Tephrosia candida,22,2,2.6
Tephrosia falciformis,22,2,2.05
Tephrosia hamiltonii,22,2,1.7
Tephrosia incana,22,2,1.33
Tephrosia leptostachya,22,2,1.03
Tephrosia multiflora,22,2,1.4
Tephrosia noctiflora,22,2,1.23
Tephrosia oxygona,22,2,1.28
Tephrosia polystachya,22,2,1.25
Tephrosia pumila,44,4,3.73
Tephrosia purpurea,22,2,1.45
Tephrosia purpurea,44,4,3.05
Tephrosia strigosa,22,2,0.65
Tephrosia subtriflora,22,2,1.35
Tephrosia uniflora,22,2,1.45
Tephrosia villosa,22,2,1.28
Tephrosia virginiana,22,2,1.83
Tephrosia vogellii,22,2,3.53
Tephrosia wallichii,22,2,1.65
Terminalia arjuna,24,2,3.58
Terminalia bellirica,48,4,6.4
Terminalia chebula,48,4,3.65
Terminalia muelleri,36,3,5.1
Terminalia myriocarpa,24,2,3.2
Terminalia oliveri,24,2,1.8
Tetraclinis articulata,22,2,11.8
Tetracme pamirica,28,,1.69
Tetraphis pellucida,,,0.28
Teucrium heterophyllum,,,1.15
Teucrium scorodonia,34,2,1.18
Thalictrum aquilegiifolium,,,1.3
Thalictrum fendleri,,,1.1
Thamnobryum alopecurum,,,0.47
Theobroma cacao,20,2,0.43
Thespesia lampas,26,2,1.6
Thespesia populnea,26,2,4.1
Thespesia thespesioides,26,2,1.6
Thinopyrum bessarabicum,14,2,7.48
Thinopyrum caespitosum,28,4,9.95
Thinopyrum intermedium,42,6,12.95
Thinopyrum junceiforme,28,4,11.8
Thinopyrum ponticum,70,10,22.63
Thlaspi alpestre,14,2,0.15
Thlaspi arvense,14,2,0.52
Thlaspi caerulescens,14,2,0.34
Thlaspi ceratocarpum,14,2,0.43
Thlaspi goesingense,56,8,1
Thlaspi montanum,14,2,0.29
Thlaspi oxyceras,,,0.34
Thlaspi perfoliatum,14,2,0.31
Thlaspi rosulare,,,0.32
Thlaspi tymphaeum,14,2,0.32
Thlaspi tymphaeum,28,4,0.66
Thlaspi violascens,,,0.31
Thryallis angustifolia,,,3.89
Thryptomene saxicola,,,0.41
Thuidium delicatulum,,,0.37
Thuidium delicatulum,,,0.38
Thuidium delicatulum,,,0.39
Thuidium minutulum,,,0.46
Thuidium philbertii,,,0.39
Thuidium recognitum,,,0.36
Thuidium tamariscinum,,,0.41
Thuja occidentalis,22,2,12.36
Thuja plicata,22,2,12.84
Thuja standisii,22,2,13.43
Thujopusis dolabrata,22,2,13.97
Thymus praecox,54,,1.4
Thymus vulgaris,48,,0.78
Thyridolepis mitchelliana,,,0.71
Thyrsanthemum floribundum,32,4,7.23
Tigridia alpestris,28,4,3.88
Tigridia durangense,28,4,8.1
Tigridia ehrenbergii,,,4.75
Tigridia pavonia?,,,4.35
Tillandsia cyanea,,,1.11
Tillandsia usneoides,,,1.26
Tinguarra cervariaefolia,22,2,1.21
Tinguarra montana,22,2,1.23
Todaroa aurea,22,2,1.44
Tofieldia glutinosa,30,,1.5
Tolpis barbata,,,2.95
Tolpis crassiuscula,18,2,1.38
Tolpis laciniata,18,2,1.33
Tolpis lagopoda,18,2,1.42
Tolpis webbii,18,2,1.38
Torenia baillonii,16,2,0.17
Torenia fournieri,18,2,0.18
Torilis arvensis,12,2,2.05
Torilis japonica,12,2,2.28
Torilis leptophylla,12,2,1.35
Torilis nodosa,22,2,1.6
Tortella tortuosa,,,0.33
Tortula ruralis,,,0.39
Trachycarpus nanus,36,2,5.55
Tradescantia ambigua,24,4,31.03
Tradescantia andrieuxii,24,4,28.08
Tradescantia blossfeldiana,92,,9.78
Tradescantia blossfeldiana,72,12,8
Tradescantia brasiliensis,22,,8.98
Tradescantia brevifolia,12,2,12.5
Tradescantia brevifolia,24,4,20.9
Tradescantia buckleyi,24,4,23.43
Tradescantia burchii,24,4,26.98
Tradescantia canaliculata,24,4,39.08
Tradescantia cerinthoides,114,19,11.9
Tradescantia cirrifera,24,4,24.75
Tradescantia commelinoides,14,4,10.25
Tradescantia commelinoides,22,6,13.7
Tradescantia crassifolia,12,2,10.75
Tradescantia crassifolia,24,4,24.9
Tradescantia crassifolia,36,6,30.7
Tradescantia crassula,36,6,4.25
Tradescantia cymbispatha,16,4,8.35
Tradescantia dracaenoides,,,11.85
Tradescantia ernestiana,12,2,20.35
Tradescantia fluminensis,40,,4.05
Tradescantia fluminensis,132,,12.93
Tradescantia fluminensis,60,10,5.48
Tradescantia fluminensis,72,12,7.18
Tradescantia gigantea,12,2,30.03
Tradescantia gracillima,14,2,5.3
Tradescantia hirsuticaulis,12,2,21.6
Tradescantia hirta,24,4,23.88
Tradescantia iridescens,12,2,12.7
Tradescantia llamasi,12,2,15.73
Tradescantia longipes,24,4,41.78
Tradescantia navicularis,,,29.45
Tradescantia ohioensis,,,39
Tradescantia pallida,12,2,12.58
Tradescantia pallida,24,4,26.25
Tradescantia paludosa,12,2,20.63
Tradescantia poelliae,36,6,13.75
Tradescantia potosina,12,2,12.58
Tradescantia potosina,24,4,26.1
Tradescantia potosina,36,6,30.33
Tradescantia rozynskii,12,2,8.03
Tradescantia rozynskii,24,4,16.25
Tradescantia sillamontana,24,4,18.15
Tradescantia spathacea,,,7.75
Tradescantia standleyi,16,4,10.5
Tradescantia subaspera,24,4,39.93
Tradescantia tepoxtlana,12,2,11.45
Tradescantia tepoxtlana,24,4,22.7
Tradescantia tharpii,24,4,39.08
Tradescantia virginiana,24,4,43.35
Tradescantia zebrina,,,18.05
Tragopogon dubius,12,2,2.94
Tragopogon mirus,24,4,5.23
Tragopogon miscellus,24,4,5.44
Tragopogon porrifolius,12,2,3.29
Tragopogon pratensis,12,2,2.77
Trewia nudiflora,22,2,1.95
Trichocentrum ascendens,,,1.7
Trichocentrum capistratum,28,2,4.6
Trichocentrum panamense,28,2,4.3
Trichocereus werdermannianus,,,1.95
Trichoceros antennifera,,,4.38
Trichocolea tomentella,,,1.89
Trichopilia maculata,,,2.35
Trichopilia marginata,56,2,2.8
Trichosanthes anguina,,,1.1
Trichosanthes dioica,22,2,2.83
Tricyrtis hirta,,,4.75
Tricyrtis macropoda,26,,4.25
Trifolium africanum,32,4,2.3
Trifolium alexandrinum,16,2,0.55
Trifolium ambiguum,48,6,2.29
Trifolium arvense,14,2,0.39
Trifolium aureum,16,2,0.38
Trifolium bilineatum,,,0.95
Trifolium burchellianum,48,6,3.69
Trifolium campestre,14,2,0.37
Trifolium decorum,,,0.55
Trifolium dubium,28,4,0.73
Trifolium fragiferum,16,2,0.54
Trifolium glomeratum,16,2,0.39
Trifolium hirtum,10,2,0.68
Trifolium hybridum,,,1.55
Trifolium hybridum,16,2,0.62
Trifolium incarnatum,14,2,0.67
Trifolium lappaceum,16,2,0.35
Trifolium ligusticum,12,2,0.34
Trifolium medium,80,10,3.23
Trifolium michelianum,16,2,0.65
Trifolium nigrescens,16,2,0.39
Trifolium polymorphum,16,2,1.03
Trifolium pratense,14,2,0.43
Trifolium quartinianum,,,0.95
Trifolium repens,32,4,1.12
Trifolium resupinatum,16,2,0.52
Trifolium rueppellianum,16,2,1.52
Trifolium semipilosum,16,2,1.96
Trifolium simense,32,4,1.25
Trifolium steudneri,16,2,0.95
Trifolium striatum,14,2,0.38
Trifolium subterraneum,16,2,0.56
Trifolium tembense,16,2,0.75
Trifolium tomentosum,16,2,0.52
Trifolium uniflorum,32,2,0.95
Trifolium variegatum,16,2,0.36
Trifolium vesiculosum,16,2,0.68
Trifolium willdenovii,16,2,0.44
Triglochin procera,108,,2.08
Trigonella stellata,16,2,0.7
Trillium apetalon,,,95
Trillium camchatcense,10,2,44.5
Trillium cernuum,,,56.75
Trillium chloropetalum,,,58.9
Trillium cuneatum,,,57.85
Trillium decipiens,,,58.75
Trillium erectum,,,42.25
Trillium grandiflorum,10,2,46
Trillium luteum,,,57.15
Trillium recurvatum,,,57.4
Trillium reliquum,,,58.15
Trillium rhombifolium,30,6,111.5
Trillium rivale,,,44.85
Trillium smallii,,,85.45
Trillium underwoodii,,,57.3
Trillium x hagae,30,6,132.45
Triphasia aurantiola,18,2,0.6
Tripleurospermum callosum,36,4,3.99
Tripleurospermum elongatum,18,2,2.44
Tripleurospermum maritimum,18,2,2.63
Tripleurospermum maritimum,36,4,4.61
Tripleurospermum melanolepis,18,2,2.44
Tripleurospermum oreades,36,4,4.38
Tripleurospermum repens,36,4,4.16
Tripleurospermum sevanense,36,4,4.13
Tripogandra glandulosa,30,,3.2
Tripogandra serrulata,,,9.75
Tripsacum dactyloides,36,2,3.88
Trisetum antarcticum,28,4,3.6
Trisetum arduanum,28,4,5.54
Trisetum drucei,28,4,5.69
Trisetum flavescens,,,2.55
Trisetum lepidum,28,4,8.35
Trisetum lepidum,28,4,8.51
Trisetum serpentinum,28,4,5.41
Trisetum spicatum,28,4,4.91
Trisetum tenellum,28,4,5.15
Trisetum youngii,28,4,5.07
Triteleia laxa,,4,10.65
Triteleia laxa,,,11.7
Triticum aegilopoides,14,2,6.9
Triticum aestivum,42,6,17.33
Triticum araraticum,28,4,10.05
Triticum dicoccoides,28,4,12.28
Triticum dicoccum,28,4,12.03
Triticum durum,28,4,12.66
Triticum monococcum,14,2,6.23
Triticum timopheevii,28,4,11.3
Triticum turgidum,28,4,12.28
Triticum urartu,14,2,4.93
Triticum zhukovskyi,42,6,17.74
Tritomaria quinquedentata,,,1.2
Tritonia crocosmiifolia,22,2,1.1
Trochodendron aralioides,38,2,1.91
Trollius europaeus,,,4.42
Tropaeolum majus,28,4,1.33
Tsuga canadensis,24,2,13.5
Tuberaria guttata,,,3.61
Tulbaghia violacea,12,2,19.83
Tulbaghia violacea,24,4,42.5
Tulipa aitchisonii,36,3,21.65
Tulipa aucheriana,24,2,22.1
Tulipa australis,24,2,25.68
Tulipa bakeri,24,2,27.25
Tulipa batalini,24,2,12.35
Tulipa biflora,24,2,21.5
Tulipa cretica,24,2,22.5
Tulipa fosteriana,24,2,26.75
Tulipa gesneriana,24,2,26.63
Tulipa gesneriana,36,3,40.5
Tulipa hageri,24,2,24.63
Tulipa kaufmanniana,24,2,22.58
Tulipa linifolia,24,2,14.38
Tulipa montana,24,2,15.13
Tulipa orphanidea,24,2,25.5
Tulipa persica,24,2,26.15
Tulipa polychroma,24,2,24.25
Tulipa praestans,24,2,22.45
Tulipa primulina,24,2,22.15
Tulipa pulchella,24,2,25.5
Tulipa saxatilis,36,3,34.38
Tulipa tarda,24,2,23.75
Tulipa turkestanica,48,4,44.25
Tulipa urumiensis,24,2,19.98
Tulipa violacea,24,2,23.9
Tulipa whittallii,48,4,45.28
Tupeia antarctica,24,2,4.1
Turgenia latifolia,24,2,2.98
Turritis glabra,12,2,0.24
Tussilago farfara,60,2,2.3
Typha latifolia,30,2,0.33
Typhonium cuspidatum,16,,5.17
Typhonium trilobatum,40,,6.59
Ulex europaeus,96,6,3.85
Ulex gallii,80,,2.9
Ulmus glabra,28,2,1.08
Ulmus minor,,,2.13
Uncinia meredensis,,8,1.35
Urginea maritima,,,13.55
Urtica dioica,52,4,1.58
Urtica urens,,,0.33
Utricularia australis,,,0.18
Utricularia blanchetii,,,0.14
Utricularia gibba,,,0.09
Utricularia humboldtii,,,0.24
Utricularia livida,,,0.26
Utricularia microcalyx,,,0.22
Utricularia parthenopipes,,,0.14
Utricularia praelonga,,,0.16
Utricularia prehensilis,,,0.41
Utricularia pubescens,,,0.22
Utricularia quelchii,,,0.16
Utricularia reniformis,,,0.34
Utricularia sandersonii,,,0.24
Utricularia subulata,,,0.25
Uvularia perfoliata,14,2,12.95
Uvularia sessilifolia,14,2,7.65
Vaccinium boreale,24,2,0.59
Vaccinium corymbosum,24,2,0.67
Vaccinium darrowi,24,2,0.66
Vaccinium elliottii,24,2,0.63
Vaccinium myrtilloides,24,2,0.63
Vaccinium pallidum,24,2,0.61
Vaccinium tenellum,24,2,0.65
Vahlodea atropurpurea,14,2,3.2
Vanda coerulea,,,16.8
Vanda cristata,38,2,4.4
Vanda lamellata,38,,2.05
Vangueria infausta,44,4,0.65
Vangueriopsis lanciflora,44,4,0.6
Vanilla phaeantha,32,,7.6
Vanilla planifolia,32,2,7.95
Vanilla pompona,32,,7.25
Vella pseudocytisus,68,4,1.9
Vella spinosa,34,,0.85
Veltheimia bracteata,,,10.2
Veltheimia capensis,,,10.95
Veratrum californicum,32,,2.7
Verbena rigida,42,,1.19
Veronica agrestis,28,4,0.73
Veronica anagallis-aquatica,36,4,1.08
Veronica armena,16,2,0.38
Veronica arvensis,18,2,0.33
Veronica baumgartenii,14,2,0.5
Veronica beccabunga,,,0.73
Veronica bellidioides,36,4,1.04
Veronica chamaedrys,32,4,1.49
Veronica ciliata,16,2,1.31
Veronica cinerea,16,2,0.32
Veronica copelandii,18,2,0.83
Veronica crista-galli,18,2,0.69
Veronica cymbalaria,36,4,0.83
Veronica donii,18,2,0.75
Veronica filiformis,14,2,0.36
Veronica gentianoides,48,6,1.86
Veronica glauca,18,2,0.4
Veronica hederifolia,54,6,1.41
Veronica jacquinii,48,6,1.7
Veronica kellererii,16,2,0.93
Veronica lycica,18,2,0.44
Veronica missurica,24,4,1.32
Veronica montana,18,2,0.85
Veronica multifida,48,6,1.76
Veronica nakaiana,34,4,0.62
Veronica orchidea,34,4,0.8
Veronica peregrina,52,6,0.95
Veronica perfoliata,40,4,1.55
Veronica persica,28,4,0.78
Veronica polita,14,2,0.42
Veronica serpyllifolia,14,2,0.44
Veronica syriaca,14,2,0.7
Veronica teucrium,64,8,2.26
Veronica triloba,18,2,0.61
Veronica triphyllos,14,2,0.71
Veronica urticifolia,18,2,0.64
Veronica vendettadeae,16,2,0.64
Veronica verna,16,2,0.54
Veronica vindobonensis,16,2,0.9
Veronicastrum virginicum,34,4,1.31
Vetiveria zizanioides,20,2,1
Viburnum bitchiuense,16,2,3.8
Viburnum opulus,18,2,4.15
Vicia alpestris,28,4,5.08
Vicia amoena,12,2,6.38
Vicia amoena,24,4,8.6
Vicia amphicarpa,10,2,2.23
Vicia amurensis,12,2,5.65
Vicia angustifolia,12,2,2.25
Vicia articulata,14,2,6.03
Vicia assyriaca,12,2,6.58
Vicia atropurpurea,14,2,2.43
Vicia barbazitae,14,2,3.63
Vicia benghalensis,14,2,3.48
Vicia biennis,14,2,2.98
Vicia bithynica,14,2,4.58
Vicia canescens,10,2,3.12
Vicia cappadocica,14,2,5.5
Vicia cassubica,12,2,4.13
Vicia cirrhosa,14,2,2.89
Vicia cordata,10,2,1.98
Vicia cracca,28,4,5.3
Vicia cracca,14,2,5.92
Vicia cuspidata,12,2,4.63
Vicia dalmatica,12,2,4.13
Vicia dasycarpa,14,2,2.2
Vicia dionysiensis,12,2,6.9
Vicia disperma,14,2,2.4
Vicia dumetorum,14,2,7.43
Vicia elegans,12,2,4.08
Vicia epetiolaris,14,2,4.15
Vicia eriocarpa,14,2,2.25
Vicia eristalioides,14,2,8.78
Vicia ervilia,14,2,4.2
Vicia faba,12,2,13.33
Vicia faba,24,4,27.4
Vicia galeata,14,2,4.3
Vicia galilaea,14,2,6.52
Vicia graminea,14,2,5.18
Vicia grandiflora,14,2,3.35
Vicia hajastana,10,2,7.5
Vicia hirsuta,14,2,3.98
Vicia hyaeniscyamus,14,2,7.9
Vicia hybrida,12,2,6.78
Vicia hyrcanica,12,2,6.75
Vicia incana,12,2,4.1
Vicia incisaeformis,14,2,4.33
Vicia johannis,14,2,7.08
Vicia kalakhensis,14,2,9.18
Vicia lathyroides,12,2,2.63
Vicia ludoviciana,14,2,4.25
Vicia lunata,14,2,1.83
Vicia lutea,14,2,7.4
Vicia macrocarpa,12,2,2.7
Vicia macrograminea,14,2,5.94
Vicia melanops,10,2,10
Vicia meyeri,14,2,6.25
Vicia michauxii,14,2,8.3
Vicia mollis,10,2,7.7
Vicia monantha,14,2,1.93
Vicia nana,14,2,4.47
Vicia narbonensis,14,2,7.28
Vicia neglecta,12,2,4.73
Vicia noeana,12,2,13.08
Vicia orobus,12,2,5.3
Vicia palaestina,14,2,2.55
Vicia pampicola,14,2,4.74
Vicia pannonica,12,2,6.75
Vicia peregrina,14,2,9.48
Vicia picta,14,2,2.05
Vicia pilosa,14,2,2.4
Vicia pisiformis,12,2,6.65
Vicia pseudorobus,14,2,5.78
Vicia pubescens,14,2,2.63
Vicia pyrenaica,14,2,4.15
Vicia qatmensis,14,2,3.5
Vicia ramuliflora,12,2,4.68
Vicia ramuliflora,24,4,12.75
Vicia sativa,12,2,2.25
Vicia scandens,14,2,2.91
Vicia sepium,14,2,4.68
Vicia serratifolia,14,2,7.83
Vicia sylvatica,14,2,8.08
Vicia tenuifolia,24,4,4.73
Vicia tetrasperma,14,2,3.6
Vicia tigridis,12,2,6.6
Vicia unijuga,12,2,4.83
Vicia unijuga,24,4,16.23
Vicia vicioides,14,2,4.33
Vicia villosa,14,2,2.28
Vieraea laevigata,16,2,0.85
Vigna aconitifolia,22,2,1.13
Vigna ambacensis,20,2,0.48
Vigna angularis,22,2,0.55
Vigna caracalla,22,2,0.58
Vigna dalzelliana,22,2,1.13
Vigna glabrescens,44,4,1
Vigna hainiana,22,2,1.43
Vigna lancifolia,22,2,0.43
Vigna luteola,22,2,1.4
Vigna minima,22,2,1.05
Vigna mungo,22,2,0.55
Vigna oblongifolia,22,2,0.5
Vigna parvifolia,22,2,0.6
Vigna radiata,,,0.53
Vigna repens,22,2,0.55
Vigna sinensis,22,2,0.55
Vigna sublobata,22,2,0.48
Vigna subterranea,22,2,0.9
Vigna trilobata,22,2,0.53
Vigna umbellata,22,2,0.58
Vigna unguiculata,22,2,0.6
Vigna vexillata,22,2,0.58
Vinca difformis,46,,1.19
Vinca herbacea,46,,0.9
Vinca major,,,2.1
Vinca minor,46,,0.76
Vinca rosea,16,,0.74
Viola anagae,,,1.31
Viola riviniana,40,4,1.35
Viscum album,20,2,76
Viscum crassulae,24,2,82
Viscum cruciatum,,,79.33
Viscum minimum,28,2,62.3
Vitex negundo,34,,1.62
Vitex pinnata,,,1.44
Vitis acerifolia,38,2,0.48
Vitis aestivalis,38,2,0.48
Vitis aestivalis,38,2,0.48
Vitis aestivalis,38,2,0.55
Vitis amurensis,38,2,0.5
Vitis berlandieri,38,2,0.5
Vitis betulifolia,38,2,0.5
Vitis champini,38,2,0.45
Vitis cinerea,38,2,0.5
Vitis coignetiae,38,2,0.5
Vitis doaniana,38,2,0.43
Vitis flexuosa,38,2,0.45
Vitis labrusca,38,2,0.53
Vitis monticola,38,2,0.55
Vitis riparia,38,2,0.48
Vitis rubra,38,2,0.5
Vitis rupestris,38,2,0.55
Vitis thunbergii,38,2,0.55
Vitis vinifera,38,2,0.43
Vitis vulpina,38,2,0.45
Vitis yenshanensis,38,2,0.55
Voacanga grandifolia,,,0.37
Voanioala gerardii,596,,30
Volutaria canariensis,32,4,0.8
Vulpia bromoides,14,2,2.93
Vulpia ciliata,28,4,4.14
Vulpia geniculata,,,2.3
Vulpia myuros,42,6,6.89
Vulpia sicula,14,2,2.95
Wahlenbergia lobelioides,18,2,0.33
Washingtonia filifera,36,2,1.55
Watsonia brevifolia,18,2,0.7
Weberbaureocereus winterianus,88,8,7.1
Weldenia candida,20,,10
Welwitschia mirabilis,,,7.2
Wendlandiella gracilis,28,2,2.85
Widdringtonia schwarzii,22,2,10.88
Withania somnifera,48,4,4.4
Wolffia arrhiza,42,2,1.63
Wolffiella oblonga,42,2,0.76
Wollemia nobilis,26,2,13.94
Woodfordia fruticosa,16,2,0.71
Wrightia coccinea,22,,0.8
Wulfenia carinthiaca,18,2,1.35
Xanthium strumarium,36,,3.15
Xanthorrhoea preisii,22,2,1.04
Xanthosoma sagittifolium,38,,8.79
Xanthosoma violaceum,26,2,2.3
Xeranthemum annuum,12,2,1.07
Xeranthemum cylindraceum,20,2,1.91
Xeranthemum inapertum,28,2,2.22
Xeranthemum longepapposum,14,2,2.93
Xeronema callistemon,34,,3.28
Xerophyta humilis,48,,0.54
Ximenia americana,26,2,1.63
Xiphidium caeruleum,38,2,0.78
Xolantha guttata,36,6,3.65
Xolantha guttata,48,8,4.5
Xolantha tuberaria,14,2,1.67
Xyris gracilis,26,2,7.01
Yucca elephantipes,,,6
Yucca glauca,,,2.65
Yucca gloriosa,,,3.05
Yucca harrimaniae,,,2.7
Yucca kaibabensis,60,2,2.7
Yucca kanabensis,,2,2.55
Yucca whipplei,,,3.9
Zamia angustifolia,16,2,12.05
Zamioculcas zamiifolia,,,24.05
Zantedeschia aethiopica,,,2.3
Zantedeschia albomaculata,,,2.3
